Date Accessed,User Agent - Simple,User Agent - Full,IP Address,Number of Logins,Last Date Accessed
Sun Aug 26 2018 23:04:22 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",71.195.19.50,3,Sun Aug 26 2018 23:28:13 GMT-0500 (CDT)
Sun Aug 26 2018 20:01:14 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",71.195.19.50,1,Sun Aug 26 2018 20:01:14 GMT-0500 (CDT)
Sun Aug 26 2018 18:27:14 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",71.195.19.50,19,Mon Aug 27 2018 17:33:41 GMT-0500 (CDT)
Sun Aug 26 2018 14:27:28 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",24.118.21.68,9,Sun Aug 26 2018 17:13:17 GMT-0500 (CDT)
Sun Aug 26 2018 12:36:32 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/3.50 (iPad; iOS 11.4.1; Scale/2.00)",71.195.19.50,9,Sun Aug 26 2018 23:19:01 GMT-0500 (CDT)
Sun Aug 26 2018 12:25:34 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",71.195.19.50,1,Sun Aug 26 2018 12:25:34 GMT-0500 (CDT)
Sun Aug 26 2018 09:45:59 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",107.77.209.224,1,Sun Aug 26 2018 09:45:59 GMT-0500 (CDT)
Sun Aug 26 2018 09:26:18 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/3.50 (iPad; iOS 11.4.1; Scale/2.00)",71.195.19.50,1,Sun Aug 26 2018 09:26:18 GMT-0500 (CDT)
Sun Aug 26 2018 06:45:21 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",71.195.19.50,5,Sun Aug 26 2018 09:27:21 GMT-0500 (CDT)
Sat Aug 25 2018 19:56:05 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",107.77.209.224,1,Sat Aug 25 2018 19:56:05 GMT-0500 (CDT)
Sat Aug 25 2018 18:02:56 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",107.77.206.213,1,Sat Aug 25 2018 18:02:56 GMT-0500 (CDT)
Sat Aug 25 2018 17:56:26 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/3.50 (iPad; iOS 11.4.1; Scale/2.00)",71.195.19.50,5,Sat Aug 25 2018 23:25:36 GMT-0500 (CDT)
Sat Aug 25 2018 17:18:31 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",71.195.19.50,7,Sat Aug 25 2018 23:25:46 GMT-0500 (CDT)
Sat Aug 25 2018 14:53:44 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",71.195.19.50,14,Sun Aug 26 2018 12:01:13 GMT-0500 (CDT)
Sat Aug 25 2018 14:23:49 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",107.77.206.213,1,Sat Aug 25 2018 14:23:49 GMT-0500 (CDT)
Sat Aug 25 2018 12:44:14 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/3.50 (iPad; iOS 11.4.1; Scale/2.00)",71.195.19.50,1,Sat Aug 25 2018 12:44:14 GMT-0500 (CDT)
Sat Aug 25 2018 11:16:13 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",71.195.19.50,4,Sat Aug 25 2018 13:37:47 GMT-0500 (CDT)
Sat Aug 25 2018 08:52:35 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/3.50 (iPad; iOS 11.4.1; Scale/2.00)",71.195.19.50,1,Sat Aug 25 2018 08:52:35 GMT-0500 (CDT)
Sat Aug 25 2018 06:41:53 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",71.195.19.50,4,Sat Aug 25 2018 08:47:58 GMT-0500 (CDT)
Sat Aug 25 2018 01:15:56 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/3.50 (iPad; iOS 11.4.1; Scale/2.00)",71.195.19.50,1,Sat Aug 25 2018 01:15:56 GMT-0500 (CDT)
Fri Aug 24 2018 21:45:42 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/3.50 (iPad; iOS 11.4.1; Scale/2.00)",71.195.19.50,1,Fri Aug 24 2018 21:45:42 GMT-0500 (CDT)
Fri Aug 24 2018 20:24:44 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",71.195.19.50,13,Fri Aug 24 2018 23:52:41 GMT-0500 (CDT)
Fri Aug 24 2018 19:52:42 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",107.77.208.33,1,Fri Aug 24 2018 19:52:42 GMT-0500 (CDT)
Fri Aug 24 2018 18:13:17 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/3.50 (iPad; iOS 11.4.1; Scale/2.00)",71.195.19.50,2,Fri Aug 24 2018 19:33:05 GMT-0500 (CDT)
Fri Aug 24 2018 18:07:41 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",107.77.207.76,2,Fri Aug 24 2018 19:21:47 GMT-0500 (CDT)
Fri Aug 24 2018 14:25:00 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",71.195.19.50,17,Sat Aug 25 2018 12:30:25 GMT-0500 (CDT)
Fri Aug 24 2018 12:51:24 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/3.50 (iPad; iOS 11.4.1; Scale/2.00)",71.195.19.50,5,Fri Aug 24 2018 14:59:39 GMT-0500 (CDT)
Fri Aug 24 2018 10:10:44 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",107.77.207.76,1,Fri Aug 24 2018 10:10:44 GMT-0500 (CDT)
Fri Aug 24 2018 08:39:24 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/3.50 (iPad; iOS 11.4.1; Scale/2.00)",71.195.19.50,1,Fri Aug 24 2018 08:39:24 GMT-0500 (CDT)
Fri Aug 24 2018 07:01:29 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",71.195.19.50,11,Fri Aug 24 2018 17:05:28 GMT-0500 (CDT)
Fri Aug 24 2018 04:34:38 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",71.195.19.50,6,Fri Aug 24 2018 12:01:35 GMT-0500 (CDT)
Fri Aug 24 2018 01:16:49 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/3.50 (iPad; iOS 11.4.1; Scale/2.00)",71.195.19.50,1,Fri Aug 24 2018 01:16:49 GMT-0500 (CDT)
Thu Aug 23 2018 17:06:49 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",71.195.19.50,15,Thu Aug 23 2018 22:38:20 GMT-0500 (CDT)
Thu Aug 23 2018 16:46:05 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/3.50 (iPad; iOS 11.4.1; Scale/2.00)",71.195.19.50,7,Thu Aug 23 2018 21:46:54 GMT-0500 (CDT)
Thu Aug 23 2018 15:20:00 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",50.78.231.9,1,Thu Aug 23 2018 15:20:00 GMT-0500 (CDT)
Thu Aug 23 2018 12:42:57 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",50.78.231.9,1,Thu Aug 23 2018 12:42:57 GMT-0500 (CDT)
Thu Aug 23 2018 12:10:44 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",71.195.19.50,10,Fri Aug 24 2018 02:09:13 GMT-0500 (CDT)
Thu Aug 23 2018 10:30:47 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",107.77.207.76,1,Thu Aug 23 2018 10:30:47 GMT-0500 (CDT)
Thu Aug 23 2018 10:09:13 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",71.195.19.50,1,Thu Aug 23 2018 10:09:13 GMT-0500 (CDT)
Thu Aug 23 2018 09:44:21 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",50.78.231.9,3,Thu Aug 23 2018 10:19:22 GMT-0500 (CDT)
Thu Aug 23 2018 08:33:17 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/3.50 (iPad; iOS 11.4.1; Scale/2.00)",71.195.19.50,2,Thu Aug 23 2018 09:42:12 GMT-0500 (CDT)
Thu Aug 23 2018 06:36:49 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",71.195.19.50,2,Thu Aug 23 2018 07:18:30 GMT-0500 (CDT)
Thu Aug 23 2018 01:14:24 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/3.50 (iPad; iOS 11.4.1; Scale/2.00)",71.195.19.50,1,Thu Aug 23 2018 01:14:24 GMT-0500 (CDT)
Wed Aug 22 2018 22:23:52 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",71.195.19.50,5,Wed Aug 22 2018 23:29:57 GMT-0500 (CDT)
Wed Aug 22 2018 21:29:47 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",71.195.19.50,10,Thu Aug 23 2018 08:09:12 GMT-0500 (CDT)
Wed Aug 22 2018 20:07:12 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",71.195.19.50,2,Wed Aug 22 2018 20:07:14 GMT-0500 (CDT)
Wed Aug 22 2018 18:40:55 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",107.77.207.76,2,Wed Aug 22 2018 18:40:56 GMT-0500 (CDT)
Wed Aug 22 2018 17:12:29 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",71.195.19.50,4,Wed Aug 22 2018 19:23:31 GMT-0500 (CDT)
Wed Aug 22 2018 16:33:19 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/3.50 (iPad; iOS 11.4.1; Scale/2.00)",71.195.19.50,6,Wed Aug 22 2018 21:08:45 GMT-0500 (CDT)
Wed Aug 22 2018 11:08:38 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",71.195.19.50,3,Wed Aug 22 2018 12:50:53 GMT-0500 (CDT)
Wed Aug 22 2018 09:38:19 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",50.78.231.9,8,Wed Aug 22 2018 13:16:31 GMT-0500 (CDT)
Wed Aug 22 2018 08:32:48 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/3.50 (iPad; iOS 11.4.1; Scale/2.00)",71.195.19.50,2,Wed Aug 22 2018 09:43:58 GMT-0500 (CDT)
Wed Aug 22 2018 06:41:19 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",71.195.19.50,2,Wed Aug 22 2018 07:07:26 GMT-0500 (CDT)
Tue Aug 21 2018 20:50:41 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",71.195.19.50,3,Tue Aug 21 2018 23:35:11 GMT-0500 (CDT)
Tue Aug 21 2018 17:56:50 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",107.77.207.76,2,Tue Aug 21 2018 18:57:11 GMT-0500 (CDT)
Tue Aug 21 2018 17:15:33 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",71.195.19.50,2,Tue Aug 21 2018 17:25:57 GMT-0500 (CDT)
Tue Aug 21 2018 16:49:11 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/3.50 (iPad; iOS 11.4.1; Scale/2.00)",71.195.19.50,11,Tue Aug 21 2018 23:34:01 GMT-0500 (CDT)
Tue Aug 21 2018 14:30:44 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",107.77.207.76,1,Tue Aug 21 2018 14:30:44 GMT-0500 (CDT)
Tue Aug 21 2018 12:45:25 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",50.78.231.9,5,Tue Aug 21 2018 15:55:20 GMT-0500 (CDT)
Tue Aug 21 2018 10:56:11 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",71.195.19.50,15,Wed Aug 22 2018 09:31:48 GMT-0500 (CDT)
Tue Aug 21 2018 10:00:34 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",50.78.231.9,2,Tue Aug 21 2018 10:00:36 GMT-0500 (CDT)
Tue Aug 21 2018 08:41:37 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/3.50 (iPad; iOS 11.4.1; Scale/2.00)",71.195.19.50,2,Tue Aug 21 2018 09:46:33 GMT-0500 (CDT)
Tue Aug 21 2018 06:36:19 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",71.195.19.50,2,Tue Aug 21 2018 07:08:05 GMT-0500 (CDT)
Tue Aug 21 2018 01:10:26 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/3.50 (iPad; iOS 11.4.1; Scale/2.00)",71.195.19.50,1,Tue Aug 21 2018 01:10:26 GMT-0500 (CDT)
Mon Aug 20 2018 20:42:59 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",71.195.19.50,4,Mon Aug 20 2018 23:30:42 GMT-0500 (CDT)
Mon Aug 20 2018 16:54:05 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/3.50 (iPad; iOS 11.4.1; Scale/2.00)",71.195.19.50,12,Mon Aug 20 2018 22:30:16 GMT-0500 (CDT)
Mon Aug 20 2018 10:21:45 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",71.195.19.50,15,Tue Aug 21 2018 09:19:21 GMT-0500 (CDT)
Mon Aug 20 2018 08:59:26 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",50.78.231.9,11,Mon Aug 20 2018 13:44:43 GMT-0500 (CDT)
Mon Aug 20 2018 08:39:40 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/3.50 (iPad; iOS 11.4.1; Scale/2.00)",71.195.19.50,1,Mon Aug 20 2018 08:39:40 GMT-0500 (CDT)
Mon Aug 20 2018 07:12:16 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",71.195.19.50,2,Mon Aug 20 2018 07:12:19 GMT-0500 (CDT)
Mon Aug 20 2018 01:11:33 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/3.50 (iPad; iOS 11.4.1; Scale/2.00)",71.195.19.50,1,Mon Aug 20 2018 01:11:33 GMT-0500 (CDT)
Sun Aug 19 2018 22:43:30 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",71.195.19.50,3,Sun Aug 19 2018 22:55:57 GMT-0500 (CDT)
Sun Aug 19 2018 18:08:06 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",24.118.21.68,5,Sun Aug 19 2018 19:41:42 GMT-0500 (CDT)
Sun Aug 19 2018 17:31:26 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",107.77.207.76,2,Sun Aug 19 2018 17:31:27 GMT-0500 (CDT)
Sun Aug 19 2018 17:05:49 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/3.50 (iPad; iOS 11.4.1; Scale/2.00)",71.195.19.50,10,Sun Aug 19 2018 22:26:37 GMT-0500 (CDT)
Sun Aug 19 2018 11:52:30 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",107.77.207.76,3,Sun Aug 19 2018 13:38:20 GMT-0500 (CDT)
Sun Aug 19 2018 10:21:46 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",71.195.19.50,15,Mon Aug 20 2018 08:21:45 GMT-0500 (CDT)
Sun Aug 19 2018 08:51:19 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/3.50 (iPad; iOS 11.4.1; Scale/2.00)",71.195.19.50,4,Sun Aug 19 2018 09:47:15 GMT-0500 (CDT)
Sun Aug 19 2018 08:47:19 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",71.195.19.50,3,Sun Aug 19 2018 12:00:16 GMT-0500 (CDT)
Sun Aug 19 2018 06:37:39 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",71.195.19.50,1,Sun Aug 19 2018 06:37:39 GMT-0500 (CDT)
Sun Aug 19 2018 01:23:39 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/3.50 (iPad; iOS 11.4.1; Scale/2.00)",71.195.19.50,2,Sun Aug 19 2018 01:23:41 GMT-0500 (CDT)
Sat Aug 18 2018 21:47:08 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/3.50 (iPad; iOS 11.4.1; Scale/2.00)",71.195.19.50,1,Sat Aug 18 2018 21:47:08 GMT-0500 (CDT)
Sat Aug 18 2018 20:50:54 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",107.77.207.76,2,Sat Aug 18 2018 22:45:04 GMT-0500 (CDT)
Sat Aug 18 2018 18:05:37 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",107.77.207.76,1,Sat Aug 18 2018 18:05:37 GMT-0500 (CDT)
Sat Aug 18 2018 17:00:45 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/3.50 (iPad; iOS 11.4.1; Scale/2.00)",71.195.19.50,3,Sat Aug 18 2018 19:37:51 GMT-0500 (CDT)
Sat Aug 18 2018 15:06:50 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",107.77.207.76,1,Sat Aug 18 2018 15:06:50 GMT-0500 (CDT)
Sat Aug 18 2018 14:22:48 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",71.195.19.50,2,Sat Aug 18 2018 14:22:49 GMT-0500 (CDT)
Sat Aug 18 2018 11:55:40 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",71.195.19.50,14,Sun Aug 19 2018 08:21:46 GMT-0500 (CDT)
Sat Aug 18 2018 10:45:09 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",107.77.207.76,1,Sat Aug 18 2018 10:45:09 GMT-0500 (CDT)
Sat Aug 18 2018 08:46:51 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",71.195.19.50,5,Sat Aug 18 2018 10:53:58 GMT-0500 (CDT)
Sat Aug 18 2018 08:42:00 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",71.195.19.50,3,Sat Aug 18 2018 09:42:45 GMT-0500 (CDT)
Sat Aug 18 2018 06:41:50 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",71.195.19.50,1,Sat Aug 18 2018 06:41:50 GMT-0500 (CDT)
Sat Aug 18 2018 05:52:34 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",71.195.19.50,1,Sat Aug 18 2018 05:52:34 GMT-0500 (CDT)
Sat Aug 18 2018 00:47:13 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",71.195.19.50,1,Sat Aug 18 2018 00:47:13 GMT-0500 (CDT)
Fri Aug 17 2018 20:52:36 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",71.195.19.50,3,Fri Aug 17 2018 23:10:52 GMT-0500 (CDT)
Fri Aug 17 2018 20:05:38 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",71.195.19.50,1,Fri Aug 17 2018 20:05:38 GMT-0500 (CDT)
Fri Aug 17 2018 18:48:48 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",71.195.19.50,1,Fri Aug 17 2018 18:48:48 GMT-0500 (CDT)
Fri Aug 17 2018 17:50:45 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",71.195.19.50,4,Fri Aug 17 2018 17:50:56 GMT-0500 (CDT)
Fri Aug 17 2018 17:10:35 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/3.50 (iPad; iOS 11.4.1; Scale/2.00)",71.195.19.50,9,Fri Aug 17 2018 20:47:35 GMT-0500 (CDT)
Fri Aug 17 2018 10:24:02 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",71.195.19.50,4,Fri Aug 17 2018 15:03:44 GMT-0500 (CDT)
